"Energiedragers","Perioden","Totaal aanbod","Winning","Invoer","Uitvoer","Invoersaldo","Bunkering","Energieaanbod/Voorraadmutatie (PJ)","Statistische verschillen (PJ)","Totaal energieverbruik","Energieomzetting/Inzet energie voor omzetting/Totaal inzet (PJ)","Energieomzetting/Inzet energie voor omzetting/Inzet elektriciteit/WKK-omzetting (PJ)","Energieomzetting/Inzet energie voor omzetting/Inzet andere omzetting (PJ)","Energieomzetting/Productie energie uit omzetting/Totaal productie (PJ)","Energieomzetting/Productie energie uit omzetting/Productie elektriciteit/WKK-omzetting (PJ)","Energieomzetting/Productie energie uit omzetting/Productie andere omzetting (PJ)","Energieomzetting/Saldo inzet-productie energie/Totaal saldo energieomzetting (PJ)","Energieomzetting/Saldo inzet-productie energie/Saldo elektriciteit/WKK-omzetting (PJ)","Energieomzetting/Saldo inzet-productie energie/Saldo andere omzetting (PJ)","Eigen verbruik energiesector/Totaal (PJ)","Eigen verbruik energiesector/Olie- en gaswinning (PJ)","Eigen verbruik energiesector/Cokesfabrieken (PJ)","Eigen verbruik energiesector/Raffinaderijen (PJ)","Eigen verbruik energiesector/Totaal energiebedrijven (PJ)","Verliezen bij distributie (PJ)","Finaal verbruik/Totaal finaal verbruik (PJ)","Finaal verbruik/Finaal energieverbruik/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/IJzer- en staalindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Chemie en farmaceutische industrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Non-ferrometalenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Bouwmaterialenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Transportmiddelenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Metaalproducten en machine-industrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Delfstoffenwinning (geen olie en gas) (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Voedings- en genotmiddelenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Papier- en grafische industrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Houtindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Bouwnijverheid (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Textiel-, kleding- en lederindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Onbekend (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Binnenlandse luchtvaart (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Wegverkeer (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Railverkeer (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Pijpleidingen (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Binnenlandse scheepvaart (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Onbekend (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Diensten, afval, water en reparatie (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Woningen (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Landbouw (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Visserij (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Onbekend (PJ)","Finaal verbruik/Niet-energetisch gebruik/Totaal (PJ)","Finaal verbruik/Niet-energetisch gebruik/Nijverheid (exclusief de energiesector) (PJ)","Finaal verbruik/Niet-energetisch gebruik/Waarvan chemie en petrochemie (PJ)","Finaal verbruik/Niet-energetisch gebruik/Vervoer (PJ)","Finaal verbruik/Niet-energetisch gebruik/Overige afnemers (PJ)"
"Bruinkool","1955","       .","     5.1","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1956","       .","     5.4","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1957","       .","     5.8","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1958","       .","     5.1","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1959","       .","     4.0","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1960","       .","     0.1","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1961","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1962","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1963","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1964","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1965","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1966","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1967","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1968","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1969","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1970","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1971","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1972","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1973","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1974","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1975","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1976","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1977","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1978","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1979","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1980","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1981","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1982","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1983","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1984","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1985","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1986","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1987","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1988","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1989","       .","","       .","       .","       .","","       .","","       .","","","","","","","","","","","","","","","","       .","       .","       .","","","","       .","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1990","     1.1","","     1.1","","     1.0","","     0.0","","     1.1","","","","","","","","","","","","","","","","     1.1","     1.1","     1.1","","","","     1.1","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1991","     0.8","","     0.8","","     1.0","","       .","","     0.8","","","","","","","","","","","","","","","","     0.8","     0.8","     0.8","","","","     0.8","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1992","     0.6","","     0.6","","     1.0","","       .","","     0.6","","","","","","","","","","","","","","","","     0.6","     0.6","     0.6","","","","     0.6","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1993","     0.7","","     0.8","","     1.0","","    -0.1","","     0.7","","","","","","","","","","","","","","","","     0.7","     0.7","     0.5","","","","     0.5","","","       .","","","","","","","","","","","","","","     0.2","     0.2","","","","","","","","",""
"Bruinkool","1994","     0.4","","     0.4","","     0.0","","       .","","     0.4","","","","","","","","","","","","","","","","     0.4","     0.4","     0.4","","","","     0.4","","","       .","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
"Bruinkool","1995","     0.5","","     0.5","","     0.0","","     0.0","","     0.5","","","","","","","","","","","","","","","","     0.5","     0.5","     0.5","","","","     0.4","","","     0.1","","","","","","","","","","","","","","       .","       .","","","","","","","","",""
